"","key","year","week","humidity"
"182","Aichi",2016,26,0.0148466024707613
"183","Aichi",2016,27,0.0164564055501615
"184","Aichi",2016,28,0.0160548433414515
"185","Aichi",2016,29,0.015449511817464
"186","Aichi",2016,30,0.0157923944661462
"187","Aichi",2016,31,0.017775275716046
"188","Aichi",2016,32,0.0161034543284596
"189","Aichi",2016,33,0.0181972126875198
"190","Aichi",2016,34,0.017294720673565
"191","Aichi",2016,35,0.0144484433059851
"192","Aichi",2016,36,0.0161882917566583
"193","Aichi",2016,37,0.015847009723979
"194","Aichi",2016,38,0.0156239388596637
"195","Aichi",2016,39,0.015721854694583
"196","Aichi",2016,40,0.0141099216360945
"197","Aichi",2016,41,0.00852572128432764
"198","Aichi",2016,42,0.0107759455398851
"199","Aichi",2016,43,0.00882274434630251
"200","Aichi",2016,44,0.00614449025342692
"201","Aichi",2016,45,0.00610239088744988
"202","Aichi",2016,46,0.0073887126127305
"203","Aichi",2016,47,0.006767196078364
"204","Aichi",2016,48,0.00524769630051202
"205","Aichi",2016,49,0.00471025623942074
"206","Aichi",2016,50,0.00369812458843151
"207","Aichi",2016,51,0.00530272645987356
"208","Aichi",2016,52,0.00397960901570073
"209","Aichi",2017,1,0.00337765726428407
"210","Aichi",2017,2,0.00368768312738643
"211","Aichi",2017,3,0.00302487800433004
"212","Aichi",2017,4,0.00288665986087484
"213","Aichi",2017,5,0.00328029829092856
"214","Aichi",2017,6,0.00331136656950807
"215","Aichi",2017,7,0.00336028143303598
"216","Aichi",2017,8,0.00353773360828419
"217","Aichi",2017,9,0.00377329462854924
"218","Aichi",2017,10,0.00349060528342356
"219","Aichi",2017,11,0.00366817548039474
"220","Aichi",2017,12,0.00376279322802847
"221","Aichi",2017,13,0.00456882027275762
"222","Aichi",2017,14,0.0074147188459837
"223","Aichi",2017,15,0.00588884503896093
"224","Aichi",2017,16,0.00680490538293821
"225","Aichi",2017,17,0.00615045172175366
"226","Aichi",2017,18,0.0078699096802985
"227","Aichi",2017,19,0.0083891008052606
"228","Aichi",2017,20,0.00892818797012917
"229","Aichi",2017,21,0.0105967320071464
"230","Aichi",2017,22,0.00967000460079411
"231","Aichi",2017,23,0.00938787990476235
"232","Aichi",2017,24,0.00799560872364157
"233","Aichi",2017,25,0.0121551626265373
"234","Aichi",2017,26,0.0154754913134373
"235","Aichi",2017,27,0.0157566082358266
"236","Aichi",2017,28,0.0179166462799344
"237","Aichi",2017,29,0.0166745101886238
"238","Aichi",2017,30,0.0185029820767815
"239","Aichi",2017,31,0.0173590295655697
"240","Aichi",2017,32,0.0183967589857503
"241","Aichi",2017,33,0.0178330576510507
"242","Aichi",2017,34,0.0176065982053787
"243","Aichi",2017,35,0.0150535862302075
"244","Aichi",2017,36,0.0138160296622665
"245","Aichi",2017,37,0.0129730876297808
"246","Aichi",2017,38,0.0122118004732232
"247","Aichi",2017,39,0.0108355014105328
"248","Aichi",2017,40,0.0104600020079265
"249","Aichi",2017,41,0.0128413917298843
"250","Aichi",2017,42,0.0106216727921126
"251","Aichi",2017,43,0.00850304817406273
"252","Aichi",2017,44,0.00675929949060566
"253","Aichi",2017,45,0.00699109792571719
"254","Aichi",2017,46,0.00567527977567381
"255","Aichi",2017,47,0.00435257530469434
"256","Aichi",2017,48,0.00535118407265996
"257","Aichi",2017,49,0.00373059256718478
"258","Aichi",2017,50,0.00328085986570071
"259","Aichi",2017,51,0.00316649633771445
"260","Aichi",2017,52,0.00354767516339399
"261","Aichi",2018,1,0.00323627593356933
"262","Aichi",2018,2,0.00314916838601641
"263","Aichi",2018,3,0.00424843589031656
"264","Aichi",2018,4,0.00266639213544517
"265","Aichi",2018,5,0.0033511848578114
"266","Aichi",2018,6,0.00254809196112692
"267","Aichi",2018,7,0.00281995423481861
"268","Aichi",2018,8,0.0028453668052184
"269","Aichi",2018,9,0.00361717624208507
"270","Aichi",2018,10,0.00548850883025555
"271","Aichi",2018,11,0.0047689904956903
"272","Aichi",2018,12,0.00575032557671577
"273","Aichi",2018,13,0.00547110609248545
"274","Aichi",2018,14,0.0075024262675525
"275","Aichi",2018,15,0.0057477468719552
"276","Aichi",2018,16,0.00698857322245375
"277","Aichi",2018,17,0.00867078837703996
"278","Aichi",2018,18,0.00793695824300413
"279","Aichi",2018,19,0.00850329302193343
"280","Aichi",2018,20,0.0110815269153926
"281","Aichi",2018,21,0.00893277318572972
"282","Aichi",2018,22,0.0110073106965219
"283","Aichi",2018,23,0.0125967164034315
"284","Aichi",2018,24,0.0124596400608452
"285","Aichi",2018,25,0.0128538780697931
"286","Aichi",2018,26,0.0163201549862565
"287","Aichi",2018,27,0.017470054889862
"288","Aichi",2018,28,0.0172874619207957
"289","Aichi",2018,29,0.0192038105786445
"290","Aichi",2018,30,0.0174505852813407
"291","Aichi",2018,31,0.0181167746845377
"292","Aichi",2018,32,0.0183932200576694
"293","Aichi",2018,33,0.0162361506292194
"294","Aichi",2018,34,0.0172880600980753
"295","Aichi",2018,35,0.0173019843890457
"296","Aichi",2018,36,0.0171347721939941
"297","Aichi",2018,37,0.0148446571322856
"298","Aichi",2018,38,0.0132580358624938
"299","Aichi",2018,39,0.0125679518045297
"300","Aichi",2018,40,0.0126813167048397
"301","Aichi",2018,41,0.0109002786224977
"302","Aichi",2018,42,0.00884720250820173
"303","Aichi",2018,43,0.00804088479483041
"304","Aichi",2018,44,0.00619362474042568
"305","Aichi",2018,45,0.00953835926408762
"306","Aichi",2018,46,0.00644390105582933
"307","Aichi",2018,47,0.00499275879929469
"308","Aichi",2018,48,0.00556742565722917
"309","Aichi",2018,49,0.00717383135665433
"310","Aichi",2018,50,0.00356963892965778
"311","Aichi",2018,51,0.00509521762173268
"312","Aichi",2018,52,0.00367793404645308
"313","Aichi",2019,1,0.00319420381104456
"314","Aichi",2019,2,0.0031125335268453
"315","Aichi",2019,3,0.00338409382271576
"316","Aichi",2019,4,0.00319325256259733
"317","Aichi",2019,5,0.00308177934598114
"318","Aichi",2019,6,0.00419291441301493
"319","Aichi",2019,7,0.0030030149251885
"320","Aichi",2019,8,0.00398431257101105
"321","Aichi",2019,9,0.00425685699457798
"322","Aichi",2019,10,0.00486317842522474
"323","Aichi",2019,11,0.00449370926880242
"324","Aichi",2019,12,0.00472482259481166
"325","Aichi",2019,13,0.00432388167963913
"326","Aichi",2019,14,0.00349958067300409
"327","Aichi",2019,15,0.00453791684818828
"328","Aichi",2019,16,0.00633446279268018
"329","Aichi",2019,17,0.00874684268982583
"330","Aichi",2019,18,0.00731825477841473
"331","Aichi",2019,19,0.00635659562355269
"332","Aichi",2019,20,0.00926024570679462
"333","Aichi",2019,21,0.00796779770996536
"334","Aichi",2019,22,0.00993241839948354
"335","Aichi",2019,23,0.0120551123150624
"336","Aichi",2019,24,0.0119273911239856
"337","Aichi",2019,25,0.0116836410957198
"338","Aichi",2019,26,0.0148191066701901
"339","Aichi",2019,27,0.0163693973940266
"340","Aichi",2019,28,0.0145678484979148
"341","Aichi",2019,29,0.0172306114548172
"342","Aichi",2019,30,0.0181142311833086
"343","Aichi",2019,31,0.0197581361219008
"344","Aichi",2019,32,0.0187733307872131
"345","Aichi",2019,33,0.0193119172825785
"346","Aichi",2019,34,0.0181711027627858
"347","Aichi",2019,35,0.0165866559140734
"348","Aichi",2019,36,0.0169442998562043
"349","Aichi",2019,37,0.0165782317051046
"350","Aichi",2019,38,0.0141538313243662
"351","Aichi",2019,39,0.0136040008559439
"352","Aichi",2019,40,0.0138058567777665
"353","Aichi",2019,41,0.0121564397672572
"354","Aichi",2019,42,0.0109617019888762
"355","Aichi",2019,43,0.0108660965396774
"356","Aichi",2019,44,0.00833668923525204
"357","Aichi",2019,45,0.00594813250134747
"358","Aichi",2019,46,0.00645269432596422
"359","Aichi",2019,47,0.00654256881441316
"360","Aichi",2019,48,0.00608698735881403
"361","Aichi",2019,49,0.00467327805749239
"362","Aichi",2019,50,0.00488319265478107
"363","Aichi",2019,51,0.0055751502170335
"364","Aichi",2019,52,0.00431322595646335
"365","Aichi",2020,1,0.00431211479268293
"366","Aichi",2020,2,0.0042956910512769
"367","Aichi",2020,3,0.00399332764088798
"368","Aichi",2020,4,0.0045050794232847
"369","Aichi",2020,5,0.00465168922988937
"370","Aichi",2020,6,0.0028629642181169
"371","Aichi",2020,7,0.00459799667398463
"372","Aichi",2020,8,0.00450973633548875
"373","Aichi",2020,9,0.00408229285308245
"374","Akita",2013,1,0.00235800103843044
"375","Akita",2013,2,0.00232864350726806
"376","Akita",2013,3,0.00242019817694089
"377","Akita",2013,4,0.00268025717447813
"378","Akita",2013,5,0.00285932167903555
"379","Akita",2013,6,0.00252453567885431
"380","Akita",2013,7,0.0026076087213851
"381","Akita",2013,8,0.00219713853673767
"382","Akita",2013,9,0.00272878683595937
"383","Akita",2013,10,0.00329026494711558
"384","Akita",2013,11,0.00269173278153709
"385","Akita",2013,12,0.00352128693287898
"386","Akita",2013,13,0.00320836873718205
"387","Akita",2013,14,0.00458308173401064
"388","Akita",2013,15,0.00398182616613136
"389","Akita",2013,16,0.00428502369409806
"390","Akita",2013,17,0.00496352701802424
"391","Akita",2013,18,0.00539025149262816
"392","Akita",2013,19,0.00582112318934279
"393","Akita",2013,20,0.00737284300947239
"394","Akita",2013,21,0.00816481003304021
"395","Akita",2013,22,0.00968650602685364
"396","Akita",2013,23,0.00909794636261222
"397","Akita",2013,24,0.0120562011898499
"398","Akita",2013,25,0.0118773634393757
"399","Akita",2013,26,0.0113583732052467
"400","Akita",2013,27,0.0140048319711307
"401","Akita",2013,28,0.0156916723692058
"402","Akita",2013,29,0.0131706454495527
"403","Akita",2013,30,0.014964246273662
"404","Akita",2013,31,0.0149008197521024
"405","Akita",2013,32,0.0171583320566979
"406","Akita",2013,33,0.0169462665565814
"407","Akita",2013,34,0.0157304131469203
"408","Akita",2013,35,0.0134681427145433
"409","Akita",2013,36,0.0140659104782528
"410","Akita",2013,37,0.0136601482569473
"411","Akita",2013,38,0.0108849833599418
"412","Akita",2013,39,0.00902437834232244
"413","Akita",2013,40,0.00993048791297545
"414","Akita",2013,41,0.0113928270970442
"415","Akita",2013,42,0.00635932936678246
"416","Akita",2013,43,0.007961281259829
"417","Akita",2013,44,0.00591874518373453
"418","Akita",2013,45,0.0057425845085966
"419","Akita",2013,46,0.00407200304554724
"420","Akita",2013,47,0.00483280286239828
"421","Akita",2013,48,0.0043932905698261
"422","Akita",2013,49,0.00392125292133899
"423","Akita",2013,50,0.00343555942389118
"424","Akita",2013,51,0.00346757166391622
"425","Akita",2013,52,0.00314937368770363
"426","Akita",2014,1,0.00305340375298738
"427","Akita",2014,2,0.00249846839575064
"428","Akita",2014,3,0.00223002434208292
"429","Akita",2014,4,0.00296338594075037
"430","Akita",2014,5,0.00263063123732086
"431","Akita",2014,6,0.00246732931682082
"432","Akita",2014,7,0.0025399552931022
"433","Akita",2014,8,0.00238391239279077
"434","Akita",2014,9,0.00298578786104558
"435","Akita",2014,10,0.00243689571241523
"436","Akita",2014,11,0.00305230610589196
"437","Akita",2014,12,0.00346583033494199
"438","Akita",2014,13,0.00472349853457396
"439","Akita",2014,14,0.00433130677684229
"440","Akita",2014,15,0.00351950887212504
"441","Akita",2014,16,0.00333498314153601
"442","Akita",2014,17,0.00476483635983312
"443","Akita",2014,18,0.00698413965352761
"444","Akita",2014,19,0.00568685273866361
"445","Akita",2014,20,0.00755427837571071
"446","Akita",2014,21,0.00748212591552273
"447","Akita",2014,22,0.00960619226201062
"448","Akita",2014,23,0.0102445400457544
"449","Akita",2014,24,0.0120691000408324
"450","Akita",2014,25,0.0113038765546366
"451","Akita",2014,26,0.011765867873956
"452","Akita",2014,27,0.013075239771025
"453","Akita",2014,28,0.0148333393993223
"454","Akita",2014,29,0.0140398661188063
"455","Akita",2014,30,0.015262774305757
"456","Akita",2014,31,0.0153568996288115
"457","Akita",2014,32,0.0171308208971971
"458","Akita",2014,33,0.0144689684195391
"459","Akita",2014,34,0.0166296345905954
"460","Akita",2014,35,0.0125739237814494
"461","Akita",2014,36,0.0128406021210188
"462","Akita",2014,37,0.0113888120209008
"463","Akita",2014,38,0.00867127083854688
"464","Akita",2014,39,0.00882255937808148
"465","Akita",2014,40,0.0089611577102543
"466","Akita",2014,41,0.0068985261363404
"467","Akita",2014,42,0.0069644880943694
"468","Akita",2014,43,0.00685502622598749
"469","Akita",2014,44,0.00621029565760915
"470","Akita",2014,45,0.00528352549329808
"471","Akita",2014,46,0.00491962968899804
"472","Akita",2014,47,0.00435298773850421
"473","Akita",2014,48,0.00489374350653887
"474","Akita",2014,49,0.00418447193773276
"475","Akita",2014,50,0.00309188512164791
"476","Akita",2014,51,0.00298075695198331
"477","Akita",2014,52,0.00287497059958377
"478","Akita",2015,1,0.00305001032148355
"479","Akita",2015,2,0.0030706572168707
"480","Akita",2015,3,0.00279433185695399
"481","Akita",2015,4,0.00296951349650731
"482","Akita",2015,5,0.00270761150799864
"483","Akita",2015,6,0.00288524193344967
"484","Akita",2015,7,0.0030549743330436
"485","Akita",2015,8,0.00330042434562609
"486","Akita",2015,9,0.00357662262269947
"487","Akita",2015,10,0.00327460320265111
"488","Akita",2015,11,0.00409370604010584
"489","Akita",2015,12,0.00367720323474612
"490","Akita",2015,13,0.0049607972892172
"491","Akita",2015,14,0.00448242883763651
"492","Akita",2015,15,0.00574008480703424
"493","Akita",2015,16,0.00511031920220278
"494","Akita",2015,17,0.00614881131229814
"495","Akita",2015,18,0.00673398694918378
"496","Akita",2015,19,0.00760732296160582
"497","Akita",2015,20,0.00772354611396807
"498","Akita",2015,21,0.00938817425965099
"499","Akita",2015,22,0.00864137529502121
"500","Akita",2015,23,0.0102384600178753
"501","Akita",2015,24,0.0115290314079551
"502","Akita",2015,25,0.0118441878495437
"503","Akita",2015,26,0.0111595665449313
"504","Akita",2015,27,0.0109208410787147
"505","Akita",2015,28,0.0147063065939679
"506","Akita",2015,29,0.0164905365082041
"507","Akita",2015,30,0.0168650124887287
"508","Akita",2015,31,0.0159734602391237
"509","Akita",2015,32,0.0157328772370116
"510","Akita",2015,33,0.0143782398703459
"511","Akita",2015,34,0.0112803712617467
"512","Akita",2015,35,0.0129468814403661
"513","Akita",2015,36,0.0123181983484666
"514","Akita",2015,37,0.0104481186858174
"515","Akita",2015,38,0.0103099164780337
"516","Akita",2015,39,0.00821862987153912
"517","Akita",2015,40,0.00705061523037444
"518","Akita",2015,41,0.00664509728934609
"519","Akita",2015,42,0.00600008638425006
"520","Akita",2015,43,0.00521668293303778
"521","Akita",2015,44,0.00580977030055257
"522","Akita",2015,45,0.00639802031127532
"523","Akita",2015,46,0.00611338036284014
"524","Akita",2015,47,0.00433846558813249
"525","Akita",2015,48,0.00392376537009634
"526","Akita",2015,49,0.00374058166693021
"527","Akita",2015,50,0.00405953998688269
"528","Akita",2015,51,0.00363474340478337
"529","Akita",2015,52,0.00295966436745612
"530","Akita",2016,1,0.00304222333997762
"531","Akita",2016,2,0.00242317650852268
"532","Akita",2016,3,0.00274930207201405
"533","Akita",2016,4,0.00273174577585538
"534","Akita",2016,5,0.00246273370978481
"535","Akita",2016,6,0.00301654070848657
"536","Akita",2016,7,0.00353206042385457
"537","Akita",2016,8,0.00251680057253414
"538","Akita",2016,9,0.00298822708761285
"539","Akita",2016,10,0.00333431014748381
"540","Akita",2016,11,0.0040394269533743
"541","Akita",2016,12,0.00317482036318067
"542","Akita",2016,13,0.00400293115470646
"543","Akita",2016,14,0.00497168992428346
"544","Akita",2016,15,0.00462328101094139
"545","Akita",2016,16,0.00605329565044656
"546","Akita",2016,17,0.00483160489755645
"547","Akita",2016,18,0.00709619261227703
"548","Akita",2016,19,0.00711542173704832
"549","Akita",2016,20,0.00761466410087726
"550","Akita",2016,21,0.00924308247861679
"551","Akita",2016,22,0.00829700470259648
"552","Akita",2016,23,0.0101082870230383
"553","Akita",2016,24,0.0118182476443868
"554","Akita",2016,25,0.0124373123038745
"555","Akita",2016,26,0.0121529082213311
"556","Akita",2016,27,0.0124718916115863
"557","Akita",2016,28,0.0135112331718555
"558","Akita",2016,29,0.0129758685710806
"559","Akita",2016,30,0.0154465780590665
"560","Akita",2016,31,0.0167570431440985
"561","Akita",2016,32,0.0140823723788708
"562","Akita",2016,33,0.0163872009154731
"563","Akita",2016,34,0.0157349792749556
"564","Akita",2016,35,0.0149814162681503
"565","Akita",2016,36,0.0149939572261741
"566","Akita",2016,37,0.0127899189022081
"567","Akita",2016,38,0.0107216480947289
"568","Akita",2016,39,0.0117614166052528
"569","Akita",2016,40,0.00923259351112773
"570","Akita",2016,41,0.0064096892026413
"571","Akita",2016,42,0.00711904665028807
"572","Akita",2016,43,0.00513230622345629
"573","Akita",2016,44,0.00503600114241189
"574","Akita",2016,45,0.00432393568567191
"575","Akita",2016,46,0.00501841308447171
"576","Akita",2016,47,0.00381665556512524
"577","Akita",2016,48,0.00395589859524691
"578","Akita",2016,49,0.0038045183355963
"579","Akita",2016,50,0.00306117426916123
"580","Akita",2016,51,0.00433334608059618
"581","Akita",2016,52,0.0030586063960829
"582","Akita",2017,1,0.00318560286484495
"583","Akita",2017,2,0.00257619660774707
"584","Akita",2017,3,0.002670773655112
"585","Akita",2017,4,0.00259843783548502
"586","Akita",2017,5,0.00273863228257799
"587","Akita",2017,6,0.00314553388800088
"588","Akita",2017,7,0.00337113653590632
"589","Akita",2017,8,0.00290586255032479
"590","Akita",2017,9,0.00279051847954653
"591","Akita",2017,10,0.00308039452490475
"592","Akita",2017,11,0.00334401628616814
"593","Akita",2017,12,0.00330113488797253
"594","Akita",2017,13,0.00389795498087806
"595","Akita",2017,14,0.00488700808847223
"596","Akita",2017,15,0.00442557620715486
"597","Akita",2017,16,0.00536975655202047
"598","Akita",2017,17,0.00543488647553293
"599","Akita",2017,18,0.00606230595485034
"600","Akita",2017,19,0.00733363250406302
"601","Akita",2017,20,0.00756447792819208
"602","Akita",2017,21,0.00968838229373349
"603","Akita",2017,22,0.00952247872509966
"604","Akita",2017,23,0.00860405076200672
"605","Akita",2017,24,0.0087935505816507
"606","Akita",2017,25,0.0110195988453439
"607","Akita",2017,26,0.0116242147232288
"608","Akita",2017,27,0.0137930584951502
"609","Akita",2017,28,0.0165381070485286
"610","Akita",2017,29,0.0161512664932039
"611","Akita",2017,30,0.0145589705797594
"612","Akita",2017,31,0.0149594569812197
"613","Akita",2017,32,0.0154585711416865
"614","Akita",2017,33,0.0148512450827492
"615","Akita",2017,34,0.0155975686276757
"616","Akita",2017,35,0.0111673520953724
"617","Akita",2017,36,0.0119298967868886
"618","Akita",2017,37,0.0114107854514616
"619","Akita",2017,38,0.0110931146495686
"620","Akita",2017,39,0.00952503846715538
"621","Akita",2017,40,0.00829927727063069
"622","Akita",2017,41,0.00895291907713617
"623","Akita",2017,42,0.00637709577231732
"624","Akita",2017,43,0.00675178215783119
"625","Akita",2017,44,0.00638662399006621
"626","Akita",2017,45,0.00584880484652304
"627","Akita",2017,46,0.00460869469600137
"628","Akita",2017,47,0.00362440375967138
"629","Akita",2017,48,0.00338435101702289
"630","Akita",2017,49,0.00353922590141555
"631","Akita",2017,50,0.00348767459929976
"632","Akita",2017,51,0.00325071345377474
"633","Akita",2017,52,0.00291686448703887
"634","Akita",2018,1,0.00315920131477924
"635","Akita",2018,2,0.00281131290869191
"636","Akita",2018,3,0.00317990291571079
"637","Akita",2018,4,0.0021579891567107
"638","Akita",2018,5,0.0024226773238766
"639","Akita",2018,6,0.00294716112278056
"640","Akita",2018,7,0.00251763754045232
"641","Akita",2018,8,0.00227954911530714
"642","Akita",2018,9,0.0028682237545212
"643","Akita",2018,10,0.00344223847358416
"644","Akita",2018,11,0.0038083807049238
"645","Akita",2018,12,0.0034043926979387
"646","Akita",2018,13,0.00427208400859514
"647","Akita",2018,14,0.00488831229850819
"648","Akita",2018,15,0.00441107144018021
